OID_,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,pressure_index,biodiversity_subindex,surf_subindex,social_subindex,climate_index,response_index,added_indices,sci_w_climate,sci_wo_climate,difference
150,149,Nordeste,NA,Mirante da Sirena,-9.430906000000000,-35.503683000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.850983324100000,0.572618133700000,0.028369026900000,0.008634083300000,0.712179459800000,0.262420824200000,2.435204852000000,0.544328121600000,0.376179737800000,0.168148383800000
151,150,Nordeste,NA,Japaratinga,-9.261582000000001,-35.353366000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.886888544200000,0.532307810900000,0.000000000000000,0.008407666500000,0.642327377900000,0.371509582400000,2.441440981900000,0.546463493100000,0.408799325700000,0.137664167400000
152,151,Nordeste,NA,Impossivel,-8.615505000000001,-35.020375000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.862800307800000,0.859541386500000,0.028369026900000,0.014769102300000,0.942747196500000,0.516134581000000,3.224361601000000,0.814550654100000,0.615651043100000,0.198899611000000
153,152,Nordeste,NA,Serrambi,-8.576358000000001,-35.028714999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.838227764300000,0.879892055000000,0.085106598500000,0.023176768800000,0.911888599000000,0.403730380500000,3.142022166100000,0.786356039200000,0.593580821400000,0.192775217800000
154,153,Nordeste,NA,Porto de Galinhas,-8.488678000000000,-34.999501000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.814144496300000,0.984277028200000,0.113475143100000,0.149291766000000,0.954005907100000,0.120074200000000,3.135268540700000,0.784043467300000,0.572629485200000,0.211413982100000
155,154,Nordeste,NA,Cupe,-8.479708000000000,-34.996577000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.797714796300000,0.963825982700000,0.113475143100000,0.157696006600000,0.956653467700000,0.100002551800000,3.089367948200000,0.768326216700000,0.551816527300000,0.216509689400000
156,155,Nordeste,NA,Gaibu,-8.341567000000000,-34.948825999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.676067553500000,0.721181220400000,0.056737571600000,0.032065487500000,0.703850814300000,0.044275482000000,2.234178129300000,0.475492684000000,0.293568624700000,0.181924059300000
157,156,Nordeste,NA,Bessa,-7.091138000000000,-34.832765000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.567739524700000,0.978302083200000,0.028369026900000,0.592125643800000,0.966437003700000,0.176779313400000,3.309752595700000,0.843790182100000,0.642102805700000,0.201687376400000
158,157,Nordeste,NA,Saji,-6.466880000000000,-34.970449000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.953379018000000,0.575616239800000,0.085106598500000,0.000000000000000,0.423181684700000,0.062639623300000,2.099923164300000,0.429521187600000,0.356337476800000,0.073183710800000
159,158,Nordeste,NA,Farol,-6.408908000000000,-34.979016999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.947528912000000,0.647691158500000,0.170212714700000,0.008407666500000,0.544413869400000,0.099698745400000,2.417953066500000,0.538420776600000,0.440706136500000,0.097714640100000
160,159,Nordeste,NA,Xilauzinho,-6.395101000000000,-34.983204999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.950525564100000,0.681857922400000,0.170212714700000,0.012555655700000,0.644039903600000,0.114656334900000,2.573848095400000,0.591802249400000,0.464829077200000,0.126973172200000
161,160,Nordeste,NA,Mar Aberto,-6.379758000000000,-34.989437000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.947672740600000,0.715128154500000,0.170212714700000,0.011172992600000,0.757216447700000,0.128948874300000,2.730351924400000,0.645392187100000,0.483403809700000,0.161988377400000
162,161,Nordeste,NA,Pontal,-6.368680000000000,-34.993423999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.946592144500000,0.727536800300000,0.141844170000000,0.011172992600000,0.786531662600000,0.132432899600000,2.746110669600000,0.650788286200000,0.477592049300000,0.173196236900000
163,162,Nordeste,NA,Mar da Frente,-6.365217000000000,-35.006211999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.939499399100000,0.730844488100000,0.141844170000000,0.038641352500000,0.861821164200000,0.144448488800000,2.857099062700000,0.688792858400000,0.492896432200000,0.195896426200000
164,163,Nordeste,NA,Lajinha,-6.278960000000000,-35.033028000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.901964653800000,0.656922159600000,0.226950286200000,0.257240681100000,0.614197441900000,0.061829490300000,2.719104712900000,0.641540924400000,0.539895367700000,0.101645556700000
165,164,Nordeste,NA,Afogados,-6.244350000000000,-35.036464000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.884488173100000,0.618725737800000,0.226950286200000,0.268009276800000,0.433567745300000,0.050739297000000,2.482480516200000,0.560516223300000,0.515890104900000,0.044626118400000
166,165,Nordeste,NA,Sororoca,-6.238074000000000,-35.035608000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.884532828200000,0.615200148100000,0.226950286200000,0.268009276800000,0.420613928500000,0.050820077700000,2.466126545500000,0.554916307400000,0.514432433400000,0.040483874000000
167,166,Nordeste,NA,Abacateiro,-6.233891000000000,-35.036746999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.883553033900000,0.612814675200000,0.226950286200000,0.263978118700000,0.417991356500000,0.051669544200000,2.456957014700000,0.551776482800000,0.511625703000000,0.040150779800000
168,167,Nordeste,NA,Tibau do Sul,-6.180279000000000,-35.089708999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.857795134100000,0.491931830800000,0.198581741600000,0.278692763200000,0.484547827700000,0.116005078500000,2.427554375900000,0.541708450600000,0.470487311700000,0.071221138900000
169,168,Nordeste,NA,Tabatinga,-6.049479000000000,-35.108238000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.844642827500000,0.421899288600000,0.085106598500000,0.242963021400000,0.501529813400000,0.185075780500000,2.281217329900000,0.491599816000000,0.400471216100000,0.091128599900000
170,169,Nordeste,NA,Xoxoline,-6.005800000000000,-35.105258999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.835343150200000,0.459332246200000,0.113475143100000,0.271960200700000,0.441720280600000,0.141529170700000,2.263360191500000,0.485485186500000,0.418456522700000,0.067028663800000
171,170,Nordeste,NA,Pirangi Reef,-5.980259000000000,-35.107796000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.831742149500000,0.487707949300000,0.113475143100000,0.263552534300000,0.372948131200000,0.116938146700000,2.186364054100000,0.459120220000000,0.414930837300000,0.044189382700000
172,171,Nordeste,NA,Cotovelo,-5.949906000000000,-35.151975000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.761566852900000,0.546977745300000,0.085106598500000,0.339956866000000,0.300082305600000,0.119417530700000,2.153107899000000,0.447732669300000,0.431911800500000,0.015820868800000
173,172,Nordeste,NA,Miami,-5.794834000000000,-35.181663999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.534830981300000,0.668482005200000,0.085106598500000,0.313167444400000,0.444283647500000,0.075939462800000,2.121810139700000,0.437015711300000,0.356674017600000,0.080341693700000
174,173,Nordeste,NA,Areia Preta,-5.792249000000000,-35.184387000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.530751322700000,0.664016361300000,0.085106598500000,0.287944445000000,0.458656427100000,0.080126298800000,2.106601453400000,0.431807963000000,0.343992221000000,0.087815742000000
175,174,Nordeste,NA,Praia dos Artistas,-5.781239000000000,-35.192050000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.531252535800000,0.641543037600000,0.085106598500000,0.222689386100000,0.505883859900000,0.091738544400000,2.078213962300000,0.422087537000000,0.311575535100000,0.110512001900000
176,175,Nordeste,NA,Genipabu,-5.694407000000000,-35.201922000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.710049589000000,0.520565291200000,0.056737571600000,0.068947995000000,0.643708043200000,0.071075741500000,2.071084231500000,0.419646179300000,0.249432703300000,0.170213476000000
177,176,Nordeste,NA,Touros Area,-5.197434000000000,-35.457929999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.920432432700000,0.679237334100000,0.000000000000000,0.075668998300000,0.020724575400000,0.229580025500000,1.925643366000000,0.369844414300000,0.454158803900000,-0.084314389600000
178,177,Nordeste,NA,Urca da Concei&ccedil;&atilde;o,-5.069617000000000,-35.800230999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.934280081500000,0.374806276500000,0.028369026900000,0.000000000000000,0.100256872500000,0.000000000000000,1.437712257400000,0.202767366500000,0.210882979500000,-0.008115613000000
179,178,Nordeste,NA,Cocoa das Lavadeiras,-5.066515000000000,-35.862005000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.931757826300000,0.439851438100000,0.028369026900000,0.000000000000000,0.051832339200000,0.000000000000000,1.451810630500000,0.207594922100000,0.237687019100000,-0.030092097000000
180,179,Nordeste,NA,Baia das Ratas,-3.813000000000000,-32.393000000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.908462797000000,0.094635746000000,0.226950286200000,0.462421656500000,0.000000000000000,0.785012596100000,2.477483081800000,0.558805005100000,0.699621416300000,-0.140816411200000
181,180,Nordeste,NA,Volta da Jurema,-3.724294000000000,-38.496071999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.227426592800000,0.359897957800000,0.141844170000000,1.000000000000000,0.197771199200000,0.044922001000000,1.971861920800000,0.385670541300000,0.398071828100000,-0.012401286800000
182,181,Nordeste,NA,Portao,-3.719326000000000,-38.510655000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.232151524400000,0.340853434100000,0.170212714700000,0.969514512700000,0.183731115400000,0.039285844800000,1.935749146100000,0.373304828800000,0.388609099700000,-0.015304270900000
183,182,Nordeste,NA,Barra do Ceara,-3.692659000000000,-38.584716000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.305915953400000,0.359739375900000,0.113475143100000,0.305308860600000,0.278389260400000,0.066091341500000,1.428919934900000,0.199756705200000,0.130746952100000,0.069009753100000
184,183,Nordeste,NA,Praia do Pecem,-3.546170000000000,-38.806919000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.743870374300000,0.561792153500000,0.028369026900000,0.040723522200000,0.271586762900000,0.066658003700000,1.712999843500000,0.297031159800000,0.255450424500000,0.041580735300000
185,184,Nordeste,NA,Tabinha,-3.500935000000000,-38.911282000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.840936203000000,0.610686074600000,0.028369026900000,0.000000000000000,0.167813652800000,0.099288567600000,1.747093524900000,0.308705495700000,0.314554953600000,-0.005849457900000
186,185,Nordeste,NA,Pedra do Meio,-3.410858000000000,-39.040807000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.842850993800000,0.641774703600000,0.113475143100000,0.010237155300000,0.248099443700000,0.004769025100000,1.861206464600000,0.347779973100000,0.329056906400000,0.018723066700000
187,186,Nordeste,NA,Havaizinho,-3.403507000000000,-39.022171000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.850479802500000,0.581933805400000,0.113475143100000,0.010237155300000,0.279426899400000,0.010810085100000,1.846362890800000,0.342697246300000,0.309263039200000,0.033434207100000
188,187,Nordeste,NA,Curral,-3.403353000000000,-39.025868000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.848906902400000,0.585152296200000,0.113475143100000,0.010237155300000,0.279426899400000,0.009234443200000,1.846432839600000,0.342721198200000,0.309293026800000,0.033428171400000
189,188,Nordeste,NA,Outside,-3.398539000000000,-39.013306000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.851496562000000,0.559040894600000,0.113475143100000,0.010237155300000,0.279813504500000,0.012466180100000,1.826529439600000,0.335905889100000,0.300594549200000,0.035311339900000
190,189,Nordeste,NA,Atins,-2.555789000000000,-42.727836000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.968935080200000,0.228283119900000,0.000000000000000,0.014410907600000,0.605760704100000,0.352640803300000,2.170030615100000,0.453527334600000,0.308120070500000,0.145407264100000
191,190,Nordeste,NA,Ponta d'Areia,-2.497384000000000,-44.311779000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.569783509400000,0.153746217700000,0.113475143100000,0.047039058600000,0.517246963000000,0.363236997000000,1.764527888800000,0.314675359000000,0.172224511500000,0.142450847500000
192,191,Nordeste,NA,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.578004751500000,0.150731534200000,0.113475143100000,0.033566131800000,0.513871895600000,0.277134812700000,1.666784268900000,0.281206053300000,0.131768004300000,0.149438049000000
193,192,Nordeste,NA,Calhau,-2.480673000000000,-44.249679999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.542352404600000,0.119643927200000,0.141844170000000,0.020986899100000,0.500061958000000,0.165822850000000,1.490712208900000,0.220915574800000,0.062205013600000,0.158710561200000
194,193,Nordeste,NA,Olho D'Agu,-2.477097000000000,-44.230155000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.532457398200000,0.119969316000000,0.141844170000000,0.020986899100000,0.503010205700000,0.202077571700000,1.520345560700000,0.231062607600000,0.073645118100000,0.157417489500000
195,194,Nordeste,NA,Ponta do Farol,-2.456442000000000,-44.173347999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.653104629200000,0.206280380500000,0.085106598500000,0.012579232600000,0.633483047700000,0.398751082600000,1.989304971100000,0.391643379000000,0.218756852500000,0.172886526500000
196,195,Sul,Rio Grande Do Sul,Hermenegildo,-33.668354000000001,-53.262405000000001,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,0.945215214800000,0.033400868600000,0.482269599300000,0.007093858900000,0.029369191700000,0.013836920100000,1.511185653400000,0.227926078200000,0.272771657500000,-0.044845579300000
197,196,Sul,Rio Grande Do Sul,Navio,-32.290560999999997,-52.258674999999997,3,2,Right and left,Beach-break,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,0.946529966500000,0.071079693600000,0.482269599300000,0.038269388600000,0.022374695900000,0.011886933000000,1.572410276900000,0.248890573300000,0.302017706300000,-0.053127133000000
198,197,Sul,Rio Grande Do Sul,Tres Marias,-32.192610999999999,-52.085065999999998,5,2,Right and left,Sand-bar,Pros or kamikaze only...,2.000000000000000,2.000000000000000,0.000000000000000,5.000000000000000,0.845877493900000,0.169552991700000,0.510638626200000,0.019134694300000,0.028049878300000,0.017266126600000,1.590519811000000,0.255091628000000,0.307348406300000,-0.052256778300000
199,198,Sul,Rio Grande Do Sul,Praia do Cassino,-32.178336999999999,-52.142142999999997,3,2,Right and left,Sand-bar,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,0.828501597400000,0.072921326200000,0.510638626200000,0.019134694300000,0.039952892800000,0.024091920200000,1.495241057100000,0.222466340100000,0.261398777100000,-0.038932437000000
200,199,Sul,Rio Grande Do Sul,Sao Jose do Norte,-32.008076000000003,-52.018889999999999,3,NA,Right and left,Beach-break,All surfers,2.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,0.846032466700000,0.000000000000000,0.482269599300000,0.019134694300000,0.087857229400000,0.006691880900000,1.441985870600000,0.204230734300000,0.218030929700000,-0.013800195400000
201,200,Sul,Rio Grande Do Sul,Quintão,-30.410782000000001,-50.292664000000002,3.5,3,Right and left,Sand-bar,Experienced surfers,2.000000000000000,3.000000000000000,0.000000000000000,3.500000000000000,0.935654132900000,0.127621808700000,0.301418499600000,0.000000000000000,0.000000000000000,0.000000000000000,1.364694441200000,0.177764654100000,0.222560567500000,-0.044795913400000
202,201,Sul,Rio Grande Do Sul,Nova Tramandaí,-30.045256999999999,-50.150033999999998,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,0.817558458700000,0.170891329700000,0.567376197800000,0.056628307300000,0.000000000000000,0.000000000000000,1.612454293500000,0.262602419000000,0.328777077200000,-0.066174658200000
203,202,Sul,Rio Grande Do Sul,Oasis Sul,-30.039822999999998,-50.147266000000002,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,0.809978510900000,0.169316070200000,0.567376197800000,0.056628307300000,0.000000000000000,0.000000000000000,1.603299086200000,0.259467499000000,0.324852171100000,-0.065384672100000
204,203,Sul,Rio Grande Do Sul,Tramandai - Malvina,-30.005490000000002,-50.129156000000002,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,0.770616325200000,0.158849990900000,0.656028442300000,0.056628307300000,0.000000000000000,0.000000000000000,1.642123065700000,0.272761580400000,0.341496302700000,-0.068734722300000
205,204,Sul,Rio Grande Do Sul,Tramandai,-29.993077000000000,-50.125508000000004,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,0.766132197500000,0.157042781500000,0.624113769300000,0.050527478500000,0.000000000000000,0.000000000000000,1.597816226800000,0.257590061900000,0.322501628100000,-0.064911566200000
206,205,Sul,Rio Grande Do Sul,Rainha do Mar,-29.859477999999999,-50.064568999999999,3.5,5,Right and left,Beach-break,All surfers,2.000000000000000,5.000000000000000,1.000000000000000,3.500000000000000,0.819245226100000,0.171615414100000,0.570922326100000,0.048142265900000,0.000000000000000,0.000000000000000,1.609925232200000,0.261736419500000,0.327692849700000,-0.065956430200000
207,206,Sul,Rio Grande Do Sul,Xangri-lá,-29.785982000000001,-50.024636000000001,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,0.788776287300000,0.203318846900000,0.539007170900000,0.589522264400000,0.000000000000000,0.000000000000000,2.120624569500000,0.436609749100000,0.546633491600000,-0.110023742500000
208,207,Sul,Rio Grande Do Sul,Atlântida - Pier,-29.784716000000000,-50.022554000000000,3,3,Right and left,Sand-bar,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,0.787164326200000,0.204568697600000,0.539007170900000,0.589522264400000,0.000000000000000,0.000000000000000,2.120262459100000,0.436485755500000,0.546478252200000,-0.109992496700000
209,208,Sul,Rio Grande Do Sul,Capao da Canoa,-29.758676999999999,-50.010967000000001,3,3,Right and left,Sand-bar,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,0.787878648500000,0.203569765000000,0.539007170900000,0.610459869700000,0.013430397400000,0.000000000000000,2.154345851500000,0.448156568200000,0.555332346200000,-0.107175778000000
210,209,Sul,Rio Grande Do Sul,Capao Novo,-29.686972000000001,-49.972558999999997,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,0.842874786700000,0.218884524100000,0.539007170900000,0.096844231700000,0.039662438600000,0.000325999500000,1.737599151500000,0.305454438600000,0.365424032500000,-0.059969593900000
211,210,Sul,Rio Grande Do Sul,Curumim,-29.625605000000000,-49.935744999999997,3,4,Right and left,Beach-break,Experienced surfers,2.000000000000000,4.000000000000000,0.000000000000000,3.000000000000000,0.859637720900000,0.287489018700000,0.297872371200000,0.071809603700000,0.039662438600000,0.011181301000000,1.567652454100000,0.247261402800000,0.292566606800000,-0.045305204000000
212,211,Sul,Rio Grande Do Sul,Itapeva,-29.372975000000000,-49.784109999999998,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,0.803929538700000,0.214382219900000,0.652482314000000,0.543696008400000,0.067212905900000,0.122415878800000,2.404118865700000,0.533683678700000,0.639354948200000,-0.105671269500000
213,212,Sul,Rio Grande Do Sul,Guarita,-29.357804999999999,-49.733997000000002,3,2,Right and left,Beach-break,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,0.800397076400000,0.254334496500000,0.680851340900000,0.095849656300000,0.239241811800000,0.077979240000000,2.148653621900000,0.446207438700000,0.456084995200000,-0.009877556500000
214,213,Sul,Rio Grande Do Sul,Cal,-29.349421000000000,-49.729849999999999,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,0.802316704300000,0.255307421900000,0.741135040800000,0.095849656300000,0.240342570700000,0.074311733600000,2.209263127600000,0.466961305600000,0.481596841900000,-0.014635536300000
215,214,Sul,Rio Grande Do Sul,Ilha dos Lobos,-29.346876999999999,-49.704411999999998,5,2,Left,Reef-rocky,Pros or kamikaze only...,1.000000000000000,2.000000000000000,0.000000000000000,5.000000000000000,0.798179308300000,0.298863605000000,0.439716541200000,0.118551485000000,0.212610735600000,0.056884622600000,1.924806297700000,0.369557785900000,0.371536908300000,-0.001979122400000
216,215,Sul,Rio Grande Do Sul,Prainha,-29.342434999999998,-49.724497000000000,3.5,3,Right and left,Beach-break,Experienced surfers,2.000000000000000,3.000000000000000,0.000000000000000,3.500000000000000,0.800601928400000,0.260050068400000,0.500000241100000,0.118551485000000,0.225627719400000,0.069409002500000,1.974240444800000,0.386484993900000,0.387149219700000,-0.000664225800000
217,216,Sul,Rio Grande Do Sul,Saraiva,-29.340395999999998,-49.723241000000002,3.5,3,Right and left,Beach-break,Experienced surfers,2.000000000000000,3.000000000000000,0.000000000000000,3.500000000000000,0.802519302600000,0.260438937800000,0.500000241100000,0.118551485000000,0.215092573000000,0.068248320000000,1.964850859500000,0.383269818300000,0.387640330400000,-0.004370512100000
218,217,Sul,Rio Grande Do Sul,Molhes,-29.327311000000002,-49.712007999999997,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,0.806390272400000,0.270306192300000,0.741135040800000,0.095849656300000,0.159304873900000,0.057945132300000,2.130931168000000,0.440138927800000,0.482756811800000,-0.042617884000000
219,218,Sul,Rio Grande Do Sul,Passo de Torres,-29.324159000000002,-49.712415999999997,3.5,2,Right and left,Rivermouth,Experienced surfers,2.000000000000000,2.000000000000000,0.000000000000000,3.500000000000000,0.806847063800000,0.267419335300000,0.471631214200000,0.095849656300000,0.159765292600000,0.056675404500000,1.858187966700000,0.346746381000000,0.365632367700000,-0.018885986700000
220,219,Sul,Santa Catarina South,Gaivota,-29.164828000000000,-49.582157000000002,3,2,Right and left,Beach-break,Experienced surfers,2.000000000000000,2.000000000000000,0.000000000000000,3.000000000000000,0.844494080800000,0.353077837900000,0.241134799700000,0.021183984600000,0.002780792400000,0.000000000000000,1.462671495400000,0.211313892300000,0.263371920000000,-0.052058027700000
221,220,Sul,Santa Catarina South,Arroio do Silva,-28.943866000000000,-49.385604999999998,3.5,2,Right and left,Beach-break,Experienced surfers,2.000000000000000,2.000000000000000,0.000000000000000,3.500000000000000,0.827351663000000,0.395593743500000,0.329787526500000,0.014014799200000,0.085106404700000,0.000486579000000,1.652340715900000,0.276260301400000,0.309390931200000,-0.033130629800000
222,221,Sul,Santa Catarina South,Morro dos Conventos,-28.937256000000001,-49.329642999999997,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,0.863049703100000,0.321200270600000,0.570922326100000,0.026885503500000,0.189783687800000,0.000000000000000,1.971841491100000,0.385663545700000,0.401487375800000,-0.015823830100000
223,222,Sul,Santa Catarina South,Rincão,-28.833846999999999,-49.216003000000001,3.5,4,Right and left,Beach-break,Experienced surfers,2.000000000000000,4.000000000000000,0.000000000000000,3.500000000000000,0.818823140700000,0.243994227600000,0.301418499600000,0.038378238900000,0.000000000000000,0.060933431400000,1.463547538200000,0.211613866300000,0.264939632700000,-0.053325766400000
224,223,Sul,Santa Catarina South,Jaguaruna,-28.635157000000000,-48.948211999999998,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,0.847946161900000,0.106382224700000,0.542553299200000,0.054784755400000,0.000000000000000,0.161493831800000,1.713160273000000,0.297086094000000,0.371950487100000,-0.074864393100000
225,224,Sul,Santa Catarina South,Camacho,-28.615946000000001,-48.859506000000003,3,2,NA,Beach-break,All surfers,1.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,0.869299347000000,0.109859039400000,0.382978969700000,0.054784755400000,0.000000000000000,0.232878868000000,1.649800979500000,0.275390646600000,0.344787882000000,-0.069397235400000
226,225,Sul,Santa Catarina South,Cigana,-28.613534999999999,-48.845387000000002,3,3,Right and left,Beach-break,Experienced surfers,2.000000000000000,3.000000000000000,0.000000000000000,3.000000000000000,0.869597536300000,0.114931607300000,0.382978969700000,0.027479848800000,0.000000000000000,0.234565176500000,1.629553138600000,0.268457394300000,0.336107480600000,-0.067650086300000
227,226,Sul,Santa Catarina South,Cardozo,-28.607516000000000,-48.822994999999999,3.5,4,Right and left,Beach-break,All surfers,2.000000000000000,4.000000000000000,1.000000000000000,3.500000000000000,0.868528760800000,0.129012185800000,0.684397469200000,0.027479848800000,0.012095250400000,0.228533077100000,1.950046592100000,0.378200550800000,0.468320106700000,-0.090119555900000
228,227,Sul,Santa Catarina South,Cemiterio,-28.604341999999999,-48.811998000000003,5,1,Right,Point-break,Pros or kamikaze only...,1.000000000000000,1.000000000000000,0.000000000000000,5.000000000000000,0.869380444400000,0.138058785500000,0.411347514300000,0.027479848800000,0.033050173600000,0.220658672400000,1.699975439000000,0.292571351800000,0.352129192000000,-0.059557840200000
229,228,Sul,Santa Catarina South,Prainha do Farol,-28.600442000000001,-48.816654999999997,3,1,Right,Beach-break,All surfers,1.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,0.871580234800000,0.125384330600000,0.411347514300000,0.027479848800000,0.033611347200000,0.231044919700000,1.700448195400000,0.292733232800000,0.352091286900000,-0.059358054100000
